Accession,g4_count,Genome Size,Taxa,Domain,G4 Density (per Mb),log10(Genome Size),log10(G4 count),log10(G4 Density),log10(Genome Size) binned
GCA_025642535.1,0.0,197142.0,viral,Virus,0.0,5.294779158145997,0.0,0.0,5
GCA_028816595.1,0.0,197141.0,viral,Virus,0.0,5.294776955187808,0.0,0.0,5
GCA_025787445.1,0.0,197141.0,viral,Virus,0.0,5.294776955187808,0.0,0.0,5
GCA_024182495.1,0.0,197141.0,viral,Virus,0.0,5.294776955187808,0.0,0.0,5
GCA_024344775.1,0.0,197141.0,viral,Virus,0.0,5.294776955187808,0.0,0.0,5
GCA_028816615.1,0.0,197141.0,viral,Virus,0.0,5.294776955187808,0.0,0.0,5
GCA_025787405.1,0.0,197141.0,viral,Virus,0.0,5.294776955187808,0.0,0.0,5
GCA_028816585.1,0.0,197141.0,viral,Virus,0.0,5.294776955187808,0.0,0.0,5
GCA_028816605.1,0.0,197141.0,viral,Virus,0.0,5.294776955187808,0.0,0.0,5
GCA_028816515.1,0.0,197141.0,viral,Virus,0.0,5.294776955187808,0.0,0.0,5
GCA_028816525.1,0.0,197141.0,viral,Virus,0.0,5.294776955187808,0.0,0.0,5
GCA_028596285.1,0.0,197141.0,viral,Virus,0.0,5.294776955187808,0.0,0.0,5
GCA_025755515.1,0.0,197141.0,viral,Virus,0.0,5.294776955187808,0.0,0.0,5
GCA_028816575.1,0.0,197141.0,viral,Virus,0.0,5.294776955187808,0.0,0.0,5
GCA_024425965.1,0.0,197141.0,viral,Virus,0.0,5.294776955187808,0.0,0.0,5
GCA_024732945.1,0.0,197141.0,viral,Virus,0.0,5.294776955187808,0.0,0.0,5
GCA_028596275.1,0.0,197141.0,viral,Virus,0.0,5.294776955187808,0.0,0.0,5
GCA_028596265.1,0.0,197141.0,viral,Virus,0.0,5.294776955187808,0.0,0.0,5
GCA_028816625.1,0.0,197141.0,viral,Virus,0.0,5.294776955187808,0.0,0.0,5
GCA_024344755.1,0.0,197141.0,viral,Virus,0.0,5.294776955187808,0.0,0.0,5
GCA_024344725.1,0.0,197141.0,viral,Virus,0.0,5.294776955187808,0.0,0.0,5
GCA_025741755.1,0.0,197141.0,viral,Virus,0.0,5.294776955187808,0.0,0.0,5
GCA_024425955.1,0.0,197141.0,viral,Virus,0.0,5.294776955187808,0.0,0.0,5
GCA_024182375.1,0.0,197141.0,viral,Virus,0.0,5.294776955187808,0.0,0.0,5
GCA_029269615.1,0.0,197141.0,viral,Virus,0.0,5.294776955187808,0.0,0.0,5
GCA_029269625.1,0.0,197141.0,viral,Virus,0.0,5.294776955187808,0.0,0.0,5
GCA_024637725.1,0.0,197141.0,viral,Virus,0.0,5.294776955187808,0.0,0.0,5
GCA_024751205.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_024732865.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_024344715.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_024732805.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_024732815.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_023661185.2,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_024751215.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_023661165.3,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_024751225.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_024344555.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_024344595.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_024344565.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_025627915.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_024732705.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_024732795.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_025716025.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_024732505.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_025716075.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_025716065.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_024425795.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_024732535.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_025750615.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_024732545.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_024344645.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_024732555.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_025716055.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_025716045.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_025716035.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_024732595.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_025716015.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_023661155.2,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_024732625.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_024344615.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_023661125.2,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_024732655.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_025716005.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_024732685.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_024732695.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_024344675.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_024732715.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_023661135.2,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_024732745.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_023661145.3,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_024732765.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_024182485.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_023897615.2,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_024732895.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_024751165.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_025787345.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_025787335.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_025787325.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_025787295.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_025787285.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_023897605.2,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_023897595.2,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_025715845.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_023897575.2,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_023897565.2,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_024344815.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_025715835.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_024732485.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_023897555.2,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_023897545.2,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_023897535.2,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_024344855.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_024735035.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_023897525.2,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_025627945.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_023897515.2,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_023897505.2,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_023897495.2,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_025628055.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_025787355.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_025787385.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_025750675.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_024751155.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_024751145.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_024735005.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_025750635.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_023682025.2,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_023898895.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_024425785.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_025750655.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_023898885.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_023897625.2,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_025715995.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_025787395.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_023731515.2,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_024344765.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_025755295.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_025715985.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_025715955.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_025715865.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_025715855.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_024734995.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_024344805.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_025787415.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_025716085.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_025750605.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_024732475.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_024707655.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_023978475.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_023978465.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_023978455.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_023978445.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_023978435.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_025741735.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_023978425.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_023978415.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_025741745.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_024425765.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_024425755.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_024732465.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_024425735.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_024425725.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_024707665.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_024182235.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_024425775.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_023978405.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_023978395.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_023978385.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_023978375.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_023978365.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_024425635.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_023978035.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_023978005.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_024707695.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_024707715.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_024707725.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_024182205.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_024721875.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_024705855.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_023978485.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_025741715.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_023978495.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_025370495.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_023978575.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_023978565.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_025370525.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_028816535.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_025370455.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_025370445.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_025370435.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_025462165.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_025462205.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_025462215.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_025462235.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_024824665.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_025462275.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_025462285.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_025462305.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_025462365.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_025462395.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_025370385.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_025741525.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_025741535.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_025370355.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_025741545.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_023978555.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_023978545.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_023978535.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_023978525.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_023978515.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_023978505.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_024182225.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_024425745.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_024182245.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_024424225.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_024424165.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_024424155.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_024425975.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_025716285.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_025716275.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_025716265.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_024344655.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_024182435.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_025716245.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_024182455.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_024424435.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_025716235.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_025716225.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_025716215.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_025716205.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_025716195.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_025716185.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_026230415.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_025716175.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_025716165.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_025716155.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_026230295.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_025716145.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_025716135.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_023977975.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_025716125.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_025716115.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_025716105.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_025716095.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_024424175.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_024182465.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_024344665.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_024424415.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_024721895.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_024424235.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_024424325.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_024721905.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_024424355.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_024424315.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_024424365.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_024424395.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_024424405.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_024182305.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_024424305.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_024424285.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_024424275.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_023977995.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_024424295.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_024182385.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_024182285.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_024424245.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_024424255.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_023977985.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_024182275.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_024424265.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_024424425.1,0.0,197140.0,viral,Virus,0.0,5.294774752218443,0.0,0.0,5
GCA_024824715.1,0.0,197139.0,viral,Virus,0.0,5.294772549237905,0.0,0.0,5
GCA_025627965.1,0.0,197139.0,viral,Virus,0.0,5.294772549237905,0.0,0.0,5
GCA_025627955.1,0.0,197139.0,viral,Virus,0.0,5.294772549237905,0.0,0.0,5
GCA_024824705.1,0.0,197139.0,viral,Virus,0.0,5.294772549237905,0.0,0.0,5
GCA_025627935.1,0.0,197139.0,viral,Virus,0.0,5.294772549237905,0.0,0.0,5
GCA_025627925.1,0.0,197139.0,viral,Virus,0.0,5.294772549237905,0.0,0.0,5
GCA_025083595.1,0.0,197139.0,viral,Virus,0.0,5.294772549237905,0.0,0.0,5
GCA_025083465.1,0.0,197139.0,viral,Virus,0.0,5.294772549237905,0.0,0.0,5
GCA_025083535.1,0.0,197139.0,viral,Virus,0.0,5.294772549237905,0.0,0.0,5
GCA_024824745.1,0.0,197139.0,viral,Virus,0.0,5.294772549237905,0.0,0.0,5
GCA_025083575.1,0.0,197139.0,viral,Virus,0.0,5.294772549237905,0.0,0.0,5
GCA_024344825.1,0.0,197139.0,viral,Virus,0.0,5.294772549237905,0.0,0.0,5
GCA_025083565.1,0.0,197139.0,viral,Virus,0.0,5.294772549237905,0.0,0.0,5
GCA_024344705.1,0.0,197139.0,viral,Virus,0.0,5.294772549237905,0.0,0.0,5
GCA_024824815.1,0.0,197139.0,viral,Virus,0.0,5.294772549237905,0.0,0.0,5
GCA_024824825.1,0.0,197139.0,viral,Virus,0.0,5.294772549237905,0.0,0.0,5
GCA_025627975.1,0.0,197139.0,viral,Virus,0.0,5.294772549237905,0.0,0.0,5
GCA_024750775.1,0.0,197139.0,viral,Virus,0.0,5.294772549237905,0.0,0.0,5
GCA_025083455.1,0.0,197139.0,viral,Virus,0.0,5.294772549237905,0.0,0.0,5
GCA_025083585.1,0.0,197139.0,viral,Virus,0.0,5.294772549237905,0.0,0.0,5
GCA_025741725.1,0.0,197139.0,viral,Virus,0.0,5.294772549237905,0.0,0.0,5
GCA_024824675.1,0.0,197139.0,viral,Virus,0.0,5.294772549237905,0.0,0.0,5
GCA_025750715.1,0.0,197139.0,viral,Virus,0.0,5.294772549237905,0.0,0.0,5
GCA_024751195.1,0.0,197139.0,viral,Virus,0.0,5.294772549237905,0.0,0.0,5
GCA_024751235.1,0.0,197139.0,viral,Virus,0.0,5.294772549237905,0.0,0.0,5
GCA_024751185.1,0.0,197139.0,viral,Virus,0.0,5.294772549237905,0.0,0.0,5
GCA_025716255.1,0.0,197139.0,viral,Virus,0.0,5.294772549237905,0.0,0.0,5
GCA_024751175.1,0.0,197139.0,viral,Virus,0.0,5.294772549237905,0.0,0.0,5
GCA_025741705.1,0.0,197139.0,viral,Virus,0.0,5.294772549237905,0.0,0.0,5
GCA_025741695.1,0.0,197139.0,viral,Virus,0.0,5.294772549237905,0.0,0.0,5
GCA_025370475.1,0.0,197139.0,viral,Virus,0.0,5.294772549237905,0.0,0.0,5
GCA_025741585.1,0.0,197139.0,viral,Virus,0.0,5.294772549237905,0.0,0.0,5
GCA_025741575.1,0.0,197139.0,viral,Virus,0.0,5.294772549237905,0.0,0.0,5
GCA_025741565.1,0.0,197139.0,viral,Virus,0.0,5.294772549237905,0.0,0.0,5
GCA_025741555.1,0.0,197139.0,viral,Virus,0.0,5.294772549237905,0.0,0.0,5
GCA_024751245.1,0.0,197139.0,viral,Virus,0.0,5.294772549237905,0.0,0.0,5
GCA_025741515.1,0.0,197139.0,viral,Virus,0.0,5.294772549237905,0.0,0.0,5
GCA_025741505.1,0.0,197139.0,viral,Virus,0.0,5.294772549237905,0.0,0.0,5
GCA_024751255.1,0.0,197139.0,viral,Virus,0.0,5.294772549237905,0.0,0.0,5
